taxi_type,pickup_borough,pickup_zone,rows,observed_tip_rate,predicted_tip_probability,observed_avg_tip,expected_tip,q10_tip,q50_tip,q90_tip
green,Brooklyn,Prospect-Lefferts Gardens,12,0.9166666666666666,0.34852186,3.641666666666667,1.2785782,1.8042239,3.8410542,5.054317
green,Queens,Old Astoria,165,0.8727272727272727,0.34906003,3.141636363636364,1.2763382,1.8512533,3.745649,4.786013
green,Bronx,Woodlawn/Wakefield,2,0.5,0.21574424,6.765,1.2756445,2.1943634,5.6929684,7.5575786
green,Queens,Jackson Heights,1352,0.8439349112426036,0.33955723,3.130621301775148,1.2747061,1.9182901,4.0709367,5.266767
green,Queens,Hammels/Arverne,3,0.6666666666666666,0.22113515,2.3333333333333335,1.2716159,3.072974,7.1448236,9.867065
green,Queens,Woodhaven,2,1.0,0.2613712,3.83,1.2627759,2.6114335,5.085294,6.637434
green,Queens,South Ozone Park,43,0.5813953488372093,0.24406746,2.076046511627907,1.259664,2.0958178,5.772531,7.7526345
green,Queens,Glen Oaks,2,1.0,0.31042528,6.48,1.2578907,2.2252877,4.462723,6.3344803
green,Manhattan,Central Harlem North,1559,0.7536882617062219,0.35437697,2.5071520205259783,1.2423747,1.7068102,3.5483925,4.6541276
green,Queens,Astoria,1530,0.9137254901960784,0.35186994,3.5505686274509802,1.2408203,1.8046224,3.6588573,4.736671
green,Queens,Forest Hills,5798,0.9077268023456364,0.34320745,3.5434339427388757,1.2383591,1.9230665,3.9632707,5.145016
green,Queens,Rego Park,249,0.7590361445783133,0.3058036,2.9568273092369477,1.2063866,1.882062,4.251102,5.5686398
green,Bronx,Williamsbridge/Olinville,3,0.6666666666666666,0.17149341,8.563333333333333,1.1761354,2.9019544,7.2957,9.388432
green,Brooklyn,Bedford,43,0.5348837209302325,0.26880884,2.2006976744186044,1.1747282,2.5029213,5.6667523,7.238396
green,Queens,Fresh Meadows,2,0.5,0.21999298,3.45,1.1701845,2.7792077,7.3454404,9.886526
green,Brooklyn,East New York,8,0.375,0.25023827,2.8625,1.1482179,2.2345474,5.3263893,6.566201
green,Brooklyn,Borough Park,2,1.0,0.37626192,4.125,1.146743,1.5437629,3.1521192,4.135704
green,Bronx,Soundview/Castle Hill,2,0.5,0.22823459,3.32,1.1405902,2.1270387,5.483502,6.895793
green,Brooklyn,Brownsville,4,0.25,0.2676387,1.75,1.1352482,2.0016832,4.3841314,5.889267
green,Queens,Ridgewood,35,0.6857142857142857,0.19165052,5.067714285714286,1.1318725,2.650751,7.5664544,9.712549
green,Queens,Queensboro Hill,10,0.9,0.23358735,6.8420000000000005,1.1259383,2.3750663,7.195754,10.063353
green,Brooklyn,Bushwick South,16,0.875,0.23202164,5.476875,1.1237587,2.46816,6.7518425,8.614223
green,Bronx,University Heights/Morris Heights,7,0.8571428571428571,0.17458011,2.1985714285714284,1.120969,2.9325957,8.041871,10.319086
green,Queens,Saint Albans,7,0.7142857142857143,0.26379213,1.9842857142857144,1.112244,1.9050452,5.1501546,6.6328073
green,Unknown,Unknown,135,0.7407407407407407,0.28336713,3.6769629629629628,1.0975935,1.8073928,4.8223143,6.2249045
green,Queens,Briarwood/Jamaica Hills,29,0.7931034482758621,0.2249758,3.9444827586206896,1.0860592,2.2473,5.630066,7.264333
green,Queens,Flushing,861,0.7409988385598142,0.25933775,3.416806039488966,1.0840493,2.1074991,4.837449,6.3896227
green,Bronx,East Tremont,20,0.6,0.19091877,4.1884999999999994,1.0734771,2.0380523,5.466935,7.109248
